AATS0p,AATS1p,nAtomP,SaasC,WTPT-4,BCUTc-1h,GGI4,maxaaCH,SpAD_Dt,SpMax_Dt,EE_Dt,ETA_BetaP_ns,BCUTw-1h,BCUTc-1l,naAromAtom,SpDiam_Dt,MLFER_E,SPC-6,GATS1p,SaaCH,R_TpiPCTPC,AATS5p,minHaaCH,AATSC0i,maxaasC,ATS0p,Mp,MWC2,Zagreb,nAromBond,SPC-5,SP-2,ETA_dBetaP,JGI5,ETA_Eta_R,JGT,GGI7,ATS3v,minaasC,AATS6p,minHother,SPC-4,ATS8p,ATS8v,BCUTp-1h,AATS2p,ETA_BetaP,ATS1v,ATS3p,ETA_Eta_B_RC,AATS8p,ASP-5,ETA_EtaP_B_RC,ATS2m,nHaaCH,naaCH,ETA_Alpha,ETA_dBeta,SpMax8_Bhp,SpMAD_Dt,SpMax1_Bhi,SRW2,nBonds,TIC3,MW,JGI2,VPC-6,hmin,TWC,GGI3,ATS6p,AATS5v,ETA_Shape_Y,ZMIC0,ATS3e,ATS2v,ASP-7,ATS4p,SRW4,MDEO-12,AATS4p,ETA_EtaP_F_L,ATS4v,SpMin8_Bhp,maxHaaCH,SHaaCH,SpMax4_Bhv,SpMin1_Bhp,ATS3s,VPC-4,SpMax2_Bhm,GGI8,GATS1m,ECCEN,VP-0,ATS1e,ATS6v,AATS7p,JGI3,Sp,minHCsats,GGI5,ATS3i,ZMIC4,ATS0v,VP-6,ATS4e,MWC10,SpDiam_D,AATSC1e,ATS0e,Sv,SpMax1_Bhe,SpMax4_Bhi,AATS6e,maxdO,VR3_D,VR3_Dzs,ATS5p,Mv,ASP-1,SpAD_Dzm,SpMax_Dzm,SpMax_DzZ,EE_DzZ,SpAD_DzZ,SpAbs_Dzm,EE_Dzm,ATS5v,ATS5e,SpMin4_Bhi,WTPT-1,VR3_Dzp,AATS3p,Spe,McGowan_Volume,SC-3,naasC,ATS7p,AATS0v,ATS4s,Sare,MDEC-33,ATS3m,VR3_Dzi,VP-3,minaaCH,SpMax1_Bhm,TIC4,VPC-5,ETA_Eta_R_L,WPOL,MATS1e,VP-5,GGI9,ATSC1v,TIC5,GATS1e,VP-2,ETA_Eta_L,maxHdsCH,MWC3,Kier1,piPC9,SHBa,GATS1v,VR3_Dt,ATS2p,nBonds2,Sse,ATS1i,ETA_Epsilon_1,nHeavyAtom,VAdjMat,ETA_Eta,nC,ATS7e,apol,SdssC,nBondsM,AATSC2c,AATS6v,ZMIC3,ETA_Beta_ns,CrippenMR,GGI6,ETA_EtaP_F,ETA_EtaP_L,SpMax_D,EE_D,SpAD_D,ETA_Beta_s,minsssCH,SpDiam_Dze,SpDiam_Dzi,ATS2e,SpMAD_D,ATSC1e,ATS6i,CrippenLogP,SP-0,ATS1p,ASP-6,ATS7i,SpMax5_Bhv,AATS8e,SpMax5_Bhp,SpMax5_Bhe,SdsCH,MATS2v,maxHother,SpMax2_Bhe,minHdsCH,SpMax2_Bhi,SpAbs_Dzi,SpAD_Dzi,VR3_Dze,VR3_Dzv,DELS2,ATS8e,Si,nAtom,SpDiam_Dzm,SpMax5_Bhi,SpMax4_Bhe,minHCsatu,mindsCH,EE_Dze,SpMax_Dze,SpAD_Dze,SpAbs_Dze,SpMax1_Bhp,SpMax8_Bhe,AATS1e,SM1_Dze,ATS6e,GGI10,EE_Dzi,SpMax_Dzi,JGI1,VR3_DzZ,VR3_Dzm,ATS8i,SpDiam_DzZ,piPC5,ETA_dEpsilon_B,AATSC2v,SpMax5_Bhs,ATS7v,inhibitor
1.508171,1.814229,8,3.184414,17.51706,0.163281,1.281667,2.014156,564.987248,282.493624,282.493624,0.52,15.999943,-0.383802,12,407.891408,2.197,9.787485,1.052709,10.757717,3.251156,1.272298,0.517934,1.353948,1.064401,64.851356,0.67601,4.976734,144,12,7.437784,11.362014,-0.16,0.025521,41.99762,0.417642,0.286494,22126.63525,-0.128902,1.156222,0.517934,4.70353,80.124817,11080.01827,10.186115,1.611237,1.2,13073.92928,155.190208,0.64055,1.178306,0.066618,0.02562,7488.975811,6,6,11.49998,-4,2.675503,22.59949,3.994459,4.077537,29,195.329385,342.110338,0.087855,3.291542,-0.239545,131.490077,1.444444,122.559492,172.587943,0.43478,87.851805,861.218628,20439.08985,0.026523,148.70143,5.442418,0.913511,1.228937,0.23757,20604.48872,0.975536,0.583625,3.342008,3.072107,1.948831,346.138889,1.997841,3.850024,0.170832,0.724675,567,13.422243,376.433092,16971.51991,1.127532,0.03523,29.068428,0.647029,0.816667,16790.11465,28.424913,9904.673195,1.759268,945.34798,12.268752,192.06287,-0.012834,344.312452,28.165245,3.984296,3.275638,7.754671,0,14.686179,13.585608,138.680502,0.655006,0.420811,208.523382,104.321515,104.307515,104.307515,208.49503,207.1842,104.321515,18812.08585,831.648944,1.277938,52.563001,14.207636,1.41082,42.623529,2.3369,1.682402,6,98.095292,230.341237,332.083333,43.24,12.814459,7560.659817,18.202654,5.317309,1.492541,3.936672,207.329385,2.914847,12.20345,41,-0.105985,2.689943,0.137809,127.732778,213.329385,0.933561,6.696427,6.26433,0,5.872118,17.122473,6.650522,42.192756,0.878767,14.382105,135.343923,47,43.974508,6762.855367,0.63954,25,5.643856,20.67814,19,699.187252,50.254274,0,12,-0.00249,160.108678,33.205747,13,89.6268,0.596009,0.85278,0.25057,125.938495,125.938495,251.87699,17,-0.143046,163.187552,164.737044,679.121308,10.07508,-0.603215,17018.82308,3.09088,16.965891,85.268745,0.041905,14163.62171,2.851596,7.975065,2.833665,3.057351,0,0.013229,0.583625,3.888536,0,3.894695,210.517896,211.473596,14.557571,14.692516,32.413824,542.304416,323.608368,43,163.171807,3.079539,3.267761,0,0,104.336208,104.336208,208.553139,207.216606,3.891497,2.802969,8.009215,1.490969,821.995152,0.089383,105.77835,105.77835,0.155172,14.549232,14.553276,10923.23804,163.156806,5.723994,0.07408,0.643418,3.580505,14017.42406,0
1.708139,2.024745,17,3.23701,5.748935,?,1.248889,1.944491,318.407471,159.203736,159.203736,0.875,?,?,12,216.933573,1.947,?,0.894926,15.2921,10.832581,1.429341,0.484392,1.363938,1.057649,51.244163,0.72506,4.574711,96,12,?,?,0.27778,0.026736,26.95753,0.427826,0.142361,14620.99554,0.631438,1.385061,0.484392,?,37.752554,4645.40337,?,1.80981,1.47222,9484.815232,102.612874,0.43485,1.301812,?,0.02416,4584.091636,8,8,8.66666,5,2.245788,17.689304,4.039563,3.713572,20,126.942055,236.08373,0.071429,?,-0.071319,110.609446,1,65.097885,199.918774,0.34615,56.945403,499.498544,13636.46903,?,89.818378,5.030438,0.25,1.381821,0.30091,12544.17958,0.705339,0.557708,4.109522,2.928013,2.09281,213.055556,?,3.747461,0.081633,0.699811,294,?,243.702008,8895.781692,1.362595,0.035714,21.751806,0,0.534722,9683.328723,23.500802,7582.056915,?,500.520652,11.596301,101.379442,0.00003,227.973256,20.680565,4.040851,3.111207,7.824972,12.065077,9.534262,9.133764,77.184435,0.689352,?,99.256587,49.213917,49.208296,49.208296,99.247518,98.924232,49.213917,10795.61379,411.238112,0.988999,37.140671,9.361375,1.57866,29.05098,1.8106,?,4,51.778608,252.735231,217.111111,29.36,6.282957,4827.16118,10.467054,?,1.845741,4.016439,134.45183,?,8.73715,28,0.000471,?,0.03,44.218176,134.45183,0.646352,?,3.3207,0.6375,5.42495,13.005,7.349351,12.065077,0.82299,8.366024,94.110109,32,29.988347,4453.004611,0.59111,18,5.169925,10.10455,16,279.10512,37.765516,0.60829,15,-0.000804,189.271951,26.848235,15.75,75.244,0.202449,0.93628,0.18448,67.919614,67.919614,135.839229,10.75,0,73.699566,74.742953,395.72032,7.546624,0.000971,7297.265607,3.2577,?,64.791852,?,5868.613057,2.796382,7.203695,2.810167,2.919082,1.552685,-0.005376,0.6375,3.805365,0.6375,3.829609,99.982917,100.213763,9.673256,9.263402,14.697469,208.90716,221.905519,30,73.688962,2.973547,3.105333,0,1.552685,49.219817,49.219817,99.266108,98.934782,3.952431,2.508255,7.615688,0.49699,367.773672,0.012346,49.798364,49.798364,0.175,9.666553,9.669808,4505.417089,73.678858,5.866822,0.09263,-0.276737,2.856425,6675.990801,0
1.441431,1.733596,20,-0.725305,54.340066,?,5.155556,1.417795,1835.246086,917.623043,709.782713,0.5307,?,?,18,1337.849998,4.569,?,1.06098,11.542451,5.14083,1.187631,0.623378,1.32729,0.347851,131.170219,0.661321,5.726848,306,18,?,?,-0.13158,0.027561,146.67752,0.553791,1.887153,46990.87747,-0.498723,1.241038,0.623378,?,319.542511,49622.00709,?,1.552038,1.19298,26603.3262,297.279531,1.87829,1.18789,?,0.03295,16560.76343,9,9,25.1666,-7.5,3.130285,32.1973,4.039159,4.828314,62,535.189762,798.164343,0.08547,?,-0.421732,202.632187,5.3125,304.054234,183.165605,0.47682,212.101667,1920.663936,39606.35978,?,301.05553,6.192362,11.711401,1.213934,0.25317,47001.94991,1.503309,0.733749,6.17516,3.667614,2.094879,1105.611111,?,3.85675,1.034518,0.737481,2232,?,798.01424,46285.9377,1.251627,0.051082,60.180217,1.152108,2.645833,35425.39395,35.471232,21054.78821,?,2097.299252,12.888601,790.299574,-0.033551,774.461188,60.507055,4.045715,3.818764,8.288729,12.934077,40.933157,41.901053,299.283015,0.664913,?,840.650302,420.10232,419.929625,419.929625,840.306941,836.18976,420.10232,46157.73252,2133.532176,1.717836,115.681483,39.093263,1.321242,93.313725,5.1993,?,9,315.41001,231.371299,1265.555556,94.92,0,20218.83878,44.018502,?,0.972213,4.027063,559.454425,?,27.05171,104,-0.197487,?,1.018125,382.760339,569.454425,1.000679,?,12.62105,0.7671,6.597146,46.501561,7.876472,174.602277,0.853171,40.975035,248.326018,96,95.706482,14072.79451,0.71905,57,6.83289,63.50576,37,2082.68816,103.830962,-4.683936,25,-0.003127,188.922195,38.776195,30.25,192.3137,1.926531,1.45915,0.22142,546.143322,546.143322,1092.286645,37.75,-2.19045,608.894782,635.250745,1345.186556,19.162924,-3.220932,39116.5497,0.15876,?,166.4252,?,39949.06395,3.595181,8.454199,3.569936,3.751474,3.186064,-0.054423,0.7671,3.896661,0.679678,3.904889,873.196863,876.295053,42.268204,40.8927,147.602222,2274.179412,689.424648,91,608.625527,3.755131,3.814085,1.243745,0.87245,420.283567,420.283567,841.010672,836.563923,3.946281,3.379106,8.312648,4.969896,2030.738552,0.88746,438.01708,438.01708,0.225806,42.243005,42.255267,43215.41551,608.368978,6.487018,0.08158,-2.401722,4.394199,48551.85746,0
1.25439,1.583641,2,0,0,0.060266,0.16,0,62.528241,31.264121,31.264121,0.2,14.003079,-0.295067,0,48.343757,0.3,0.348462,1.524902,0,1.327273,0.979266,0,1.30011,0,33.868519,0.609126,3.610918,36,0,0.492799,3.389629,-0.325,0.022222,11.45959,0.358524,0.03125,7358.660413,0,0.911488,0,0.408248,17.028585,1640.360255,8.016541,1.180686,0.725,5454.655032,63.283706,0.10595,0.709524,0.127427,0.01059,1698.476857,0,0,4.9,-3.25,1.387705,6.252824,3.730854,2.944439,9,106.872188,139.1361,0.074074,0.180602,0.004306,76.206314,0.375,38.282508,108.992548,0.08163,36.905989,413.803552,6852.055815,0.072169,60.609949,4.007333,0,0.932461,0.13354,6756.632315,0.287111,0,0,2.715548,1.826457,105.25,0.269917,3.324077,0,1.303968,107,7.060098,192.555012,4214.037394,0.957662,0.046875,16.446396,0.227874,0.111111,9405.559218,16.453131,4583.389944,0.262664,457.546748,9.156834,48.343757,0.002521,192.280168,14.3635,3.66297,3.04922,7.041267,0,5.420153,3.729058,48.963322,0.531981,0.534229,56.639606,28.334053,28.330221,28.330221,56.631871,56.525605,28.334053,5449.627403,353.5653,0.871773,18.653298,3.772346,1.091098,24.858824,1.3905,0.288675,0,28.729864,169.755183,108.5,25.188,0,1611.800784,3.824347,1.504592,0,3.544346,104.017435,0.25541,4.80805,8,0.158505,0.404209,0,-188.717609,106.872188,1.170371,2.649014,3.4727,0,4.26268,10,0,2.17625,1.447987,5.420153,55.492234,26,26.20976,3854.824426,0.46296,10,4.321928,8.11342,9,209.584712,28.275481,0,1,-0.001843,100.334224,17.037706,2,45.21,0.040816,0.33462,0.34727,31.264121,31.264121,62.528241,5.25,0,44.424703,43.024101,344.53274,6.252824,0.065552,7127.087176,1.82119,7.819991,41.174653,0.105158,4922.5613,2.256993,6.852508,2.305362,2.546541,0,-0.065396,0,3.468792,0,3.535271,54.669774,54.849974,3.895247,3.896606,3.426113,164.460196,207.81457,27,44.387592,2.678066,2.946146,0.505556,0,28.358068,28.358068,56.688084,56.575873,3.518543,1.776155,7.405962,0.140263,295.7332,0,27.447512,27.447512,0.166667,3.892503,3.892878,4189.129727,44.381671,2.079442,0.02103,-3.263147,2.311079,3055.824599,0
1.579219,1.866493,17,3.027163,13.983912,?,1.702222,1.855011,503.945777,250.832069,250.832069,0.76136,?,?,12,323.459663,2.226,?,1.094061,10.701408,12.89075,1.390686,0.524842,1.368569,0.782563,56.851901,0.694197,4.762174,116,13,?,?,0.125,0.03181,37.3436,0.45559,0.220486,17507.64727,0.30704,1.273793,0.524842,?,59.485917,7934.214645,?,1.610288,1.39773,10804.41907,114.972059,0.55865,1.14396,?,0.02539,5837.150446,6,6,10.16665,2.75,2.468363,22.906626,4.117388,3.89182,24,165.852637,298.084123,0.084967,?,0.002001,121.184572,1.6875,95.534482,206.055599,0.39344,75.379236,595.535288,15441.96398,?,113.298503,5.220356,1.35435,1.452545,0.29215,17115.60237,0.832366,0.625825,3.431393,3.204747,2.165198,303.833333,?,3.675475,0.172336,0.658206,388,?,300.566176,13495.56295,1.110471,0.044408,24.991079,0,0.986111,10991.58395,23.686049,8716.913637,?,629.245784,11.996678,138.778571,-0.004516,289.005848,24.36679,4.122386,3.386795,7.917455,12.121088,11.82768,12.018253,108.473472,0.676855,?,135.367627,67.661089,67.637049,67.637049,135.318971,134.347904,67.661089,16072.33671,635.369148,1.247235,44.955744,12.991142,1.57496,35.823529,2.1276,?,6,76.622477,242.13649,290.611111,36.32,10.569827,6795.450062,12.233249,?,1.704904,4.106221,172.607525,?,10.61335,38,-0.037842,?,0.096875,-28.646036,174.607525,0.742564,?,4.18607,0,5.631212,16.84375,7.977515,33.929855,0.911346,11.803385,101.448127,38,36.868172,5399.171993,0.65093,22,5.459432,14.48807,17,541.471788,43.265102,-0.109154,16,-0.004289,179.940839,25.208105,16.75,87.295,0.566531,1.03889,0.19028,95.584605,95.584605,191.169211,14,0,98.167806,101.947396,505.000624,8.68951,-0.171619,11713.911,3.02059,?,70.92674,?,11191.98185,2.954616,7.843015,2.941795,3.1534,0,0.178872,0.625825,3.718597,0,3.72678,139.758435,140.466711,12.102437,14.178368,29.657595,407.83678,269.397336,36,98.129321,3.197418,3.408251,0.567462,0,67.68632,67.68632,135.418701,134.402131,4.044379,2.650628,7.909636,1.242474,593.809104,0.037241,70.160395,70.160395,0.166667,12.100038,12.101207,8354.203012,98.092654,6.220839,0.08773,8.605399,3.264156,10498.70754,0
1.281961,1.685776,3,0,16.665775,0.264527,0.96,0,2786.156259,1393.078129,709.782713,0.15753,16.000017,-0.313836,0,1902.201317,1.097,2.352348,1.434491,0,1.68171,1.057374,0,1.252032,0,242.290621,0.614802,5.686975,294,0,1.947523,26.322745,-0.36644,0.007123,159.62078,0.159222,0.40625,61590.95145,0,1.054069,0.235663,1.593814,505.756512,61758.9063,8.745584,1.297256,0.68151,42715.57783,518.211368,0.38642,1.062514,0.116428,0.00529,14421.89015,0,0,35.49998,-26.75,3.505005,38.166524,3.774469,4.976734,72,847.496081,1016.877191,0.023704,0.460019,-0.299106,221.993094,1,503.845013,127.563565,0.05634,270.938569,3566.435444,57181.50834,0.055513,509.947148,6.098074,2.345975,1.060181,0.09465,61263.72341,1.780188,0,0,3.572521,1.874414,898.611111,0.397505,3.620781,0.296296,1.214655,5169,48.136656,1391.002776,61073.85712,1.065123,0.013333,116.197598,0.217432,0.555556,81097.0881,65.322283,33279.69143,3.624283,3475.210048,11.460484,1902.201317,0.000929,1364.666692,102.714807,3.738157,3.747841,7.265608,12.905781,56.137552,57.880641,508.5971,0.543465,0.500383,2581.759132,1290.900054,1290.766338,709.782713,2581.49158,2580.304514,709.782713,61358.07456,3486.428808,1.653284,144.148292,55.352008,1.044781,175.172549,9.4711,1.07015,0,501.672935,176.083023,906.166667,177.48,1.607894,14598.99007,57.317026,13.353334,0,3.653007,987.351297,0.449185,36.02758,75,0.02551,5.630759,0.24,-253.702509,1107.276381,0.738953,20.575206,29.1182,0.332045,6.388561,73,5.159055,55.153714,1.370839,56.137552,459.228566,188,184.478514,27130.34992,0.47884,73,7.189825,123.11283,67,3426.657648,200.079988,-0.928645,10,-0.00013,127.769576,93.086136,11.5,317.301,0.530612,0.50011,0.39888,1393.078129,709.782713,2786.156259,38.25,-0.796828,1773.207907,1792.992947,2583.538748,38.166524,0.174632,78046.49613,20.81932,52.857128,316.9259,0.079994,76720.18577,3.560594,7.303438,3.576542,3.681781,31.563051,-0.225342,0.332045,3.724583,0.235663,3.770977,2608.497417,2609.507762,57.492226,55.418346,55.785291,3476.436684,1445.250172,189,1773.005803,3.733664,3.710829,0.311179,2.169614,709.782713,1291.040391,2582.039933,2580.589812,3.654796,3.621263,7.398951,1.490969,3472.960632,0.198347,709.782713,1304.768111,0.0625,57.451784,57.471222,77582.78319,1772.813237,4.859812,0.01233,-11.491473,3.746558,61214.04978,0
1.252528,1.657672,3,0,13.501751,0.263068,0.72,0,1433.204058,716.602029,709.782713,0.125,15.998969,-0.393111,0,1111.366433,0.707,1.766778,1.471388,0,1.442495,1.036242,0,1.230244,0,157.818527,0.607499,5.26269,192,0,1.534457,17.188728,-0.40104,0.007937,90.79,0.18479,0.21875,40487.75864,0,1.029931,0.242266,1.245352,305.453661,36682.61087,8.075308,1.273423,0.65104,27976.51568,341.057611,0.28026,1.028464,0.118568,0.00584,9550.321785,0,0,23.16665,-19.25,3.360722,29.858418,3.770747,4.553877,47,545.791587,674.584926,0.027211,0.330266,-0.13729,168.171044,0.875,320.30853,124.523352,0.06475,177.360449,2409.439908,37599.83655,0.057111,333.142348,5.673323,1.840579,1.034604,0.08372,39931.20618,1.670036,0,0,3.537693,1.869067,617.805556,0.318763,3.599313,0.17284,1.223977,2968,31.749076,929.38666,38437.08421,1.031025,0.017857,76.544823,0.215987,0.388889,54860.16826,46.324665,21717.71273,2.360692,2332.30178,11.033098,1111.366433,0.000146,915.04096,67.70528,3.726914,3.715728,7.258879,12.182467,32.719182,32.581717,327.452528,0.537343,0.502846,1337.831611,668.941771,668.87263,668.87263,1337.693176,1336.637214,668.941771,39349.3791,2295.61462,1.622326,94.308981,31.053566,1.021131,117.039216,6.2458,0.781474,0,312.400545,172.362799,624.166667,118.64,0.965489,9707.241177,36.767198,8.906198,0,3.632629,627.679158,0.346318,23.63374,49,0.003316,3.699636,0.14,-170.239052,699.124002,0.789032,13.706693,19.61524,0.298444,5.963579,48,4.356709,44.427468,1.399374,32.719182,301.801283,125,123.278951,18120.79799,0.4828,48,6.584963,71.6608,43,2201.744168,131.699854,-0.605868,5,-0.000299,123.591911,64.944123,6,207.6358,0.326531,0.39852,0.40865,716.602029,709.782713,1433.204058,25.25,-0.776052,1038.740835,1051.065958,1735.76874,29.858418,0.018189,50972.91058,12.85756,35.016322,207.20906,0.082247,49647.07798,3.493803,7.276225,3.506003,3.634206,13.856781,-0.226407,0.298444,3.717218,0.242266,3.767745,1351.359137,1352.188738,33.517364,32.060475,39.580683,2161.038688,965.845332,126,1038.615007,3.682867,3.667238,0.310298,2.254731,669.014335,669.014335,1337.976901,1336.786196,3.637254,3.497431,7.435093,1.242474,2257.511436,0.115702,676.112404,676.112404,0.074468,33.491605,33.504099,48691.34691,1038.49512,4.290459,0.00831,-11.337884,3.704423,37545.02248,0
1.613879,1.865047,36,-1.197528,21.902876,?,2.982222,1.713945,999.527286,499.763643,499.763643,0.81098,?,?,18,742.099109,3.058,?,1.11293,15.233363,6.747844,1.463459,0.543531,1.927184,0.236794,96.832726,0.706607,5.351858,210,18,?,?,0.14634,0.027363,89.58941,0.471489,0.819444,29216.33714,-0.478934,1.486772,0.543531,?,170.770507,26202.73989,?,1.645274,1.47561,18413.82923,185.229278,1.0313,1.34465,?,0.02515,10828.02604,11,11,18.55235,6,2.974578,24.378714,4.120664,4.488636,44,316.903661,558.118692,0.083789,?,-0.035737,164.571629,3.3125,181.386135,238.183569,0.36653,129.169387,1045.108264,25837.1544,?,170.411443,5.808142,2.283085,1.321019,0.30385,27753.82693,1.344232,0.778969,7.28999,3.735888,2.178194,637.861111,?,3.891098,0.538423,0.583618,1381,?,508.960116,28566.34326,1.486471,0.048007,42.396447,0.502174,1.833333,19885.75436,32.054247,15330.49131,?,1114.594808,12.364003,483.412218,-0.008976,502.405536,42.544166,4.092546,3.834152,8.56024,13.050261,25.743509,27.053951,169.761232,0.709069,?,477.81429,238.78401,238.771182,238.771182,477.793573,475.454457,238.78401,27629.29405,986.90446,1.754483,82.89891,24.730118,1.458498,61.513725,3.7749,?,6,185.808924,255.508188,826.805556,62.472,13.773235,12593.62912,25.268048,?,1.013554,4.084638,332.903661,?,19.7267,69,-0.063261,?,0.408125,-146.993474,337.658548,0.709486,?,7.26877,0.855955,6.204558,33.884298,7.420916,92.994568,0.904216,27.782172,166.172642,63,62.689002,9181.4861,0.72079,41,6.357552,30.18932,28,1020.024968,73.322067,-4.378731,27,0.005594,234.150355,35.766208,33.25,144.4165,0.958367,1.44878,0.17729,321.674697,321.674697,643.349394,27.25,0,362.57023,363.947399,835.483276,15.691449,-0.565467,19416.03178,3.10588,?,117.497972,?,19603.40634,3.236701,8.368219,3.21188,3.469599,0.627904,0.025858,0.855955,3.914242,0.855955,3.925979,478.123537,480.229559,25.394548,26.354579,87.66378,1062.763764,453.989471,60,362.126147,3.502742,3.810069,0,0.627904,239.112978,239.112978,478.474522,476.170551,3.896101,3.226084,8.078732,2.86251,1044.349256,0.318233,239.801746,239.801746,0.181818,25.392893,25.390963,20563.56622,362.069848,6.382133,0.1052,1.100826,4.546737,28419.08968,0
1.883475,2.117828,20,5.41795,0,0.098069,1.284444,2.281065,339.131394,169.565697,169.565697,0.84783,78.918518,-0.164457,18,217.976978,2.372,6.702626,0.721214,30.722604,9.855116,1.807856,0.398367,1.333573,1.39272,79.105945,0.747919,4.762174,116,18,4.731643,9.421701,0.30435,0.016782,38.38185,0.34304,0.302083,20743.2667,1.32058,1.715706,0.398367,2.831617,119.242037,14038.48416,13.489878,1.908269,1.3913,12890.20844,161.826112,0.38001,1.310352,0.077384,0.01652,6819.453975,14,14,12.33333,7,2.665925,14.744843,3.990592,3.931826,25,163.948007,362.067013,0.06734,3.080871,0.153675,121.827072,1.625,164.707749,225.02699,0.24324,78.832291,682.667092,18360.75467,0.031674,167.938168,5.209486,0,1.786576,0.2661,20912.63275,0.960279,0.439387,5.952766,3.28633,2.016124,209.475309,1.741909,3.891106,0.15092,0.50026,414,14.753972,325.046766,20778.16679,1.478,0.046429,31.412615,0.325509,0.604167,14005.68475,34.458529,10611.37145,1.178657,688.092292,11.687727,143.202398,0.000155,303.904129,28.436113,3.975813,3.398886,7.312333,0,13.035156,12.169899,173.554202,0.67705,0.451681,158.848149,79.179112,79.209238,79.209238,158.828758,158.146237,79.179112,21602.59107,705.980194,1.328927,47.048293,12.087644,1.721554,39.552941,2.6276,1.007685,4,146.322006,252.651701,205.851852,39.816,6.534047,8847.957335,12.097452,4.814387,2.087689,6.879644,184.967557,2.547735,11.29199,35,0.012262,2.225372,0.055625,88.342658,185.722444,0.591598,6.264508,5.17178,0,5.602119,17.8112,7.217306,0,0.817624,16.175067,137.395402,44,41.106701,6085.419885,0.52064,23,5.523562,18.51427,22,711.778738,54.439067,2.949281,19,-0.000131,216.439237,40.008873,19.5,101.693,0.323265,0.86381,0.22486,104.93914,104.93914,209.87828,12.5,0,109.754209,109.927677,527.42572,9.125143,0.006822,14198.98414,6.26889,16.070703,93.184442,0.047644,14997.08022,3.013408,7.141349,3.059005,3.132927,0,-0.030418,0.439387,3.811101,0,3.836557,160.869131,160.911909,12.094986,12.093107,6.227102,649.862734,310.126238,42,108.653315,3.181951,3.354865,0,0,80.284134,80.284134,160.555491,160.421328,3.962324,2.77182,7.387427,0.14694,701.98396,0.032956,80.457991,80.457991,0.12,12.078926,12.078446,14207.35093,108.683283,5.911982,0.07117,-1.779844,3.013903,18204.18678,0
1.275043,1.654488,2,0,2.407741,0.120053,0.08,0,43.672707,21.836353,21.836353,0.3125,15.994916,-0.302853,0,34.973425,0.307,0,1.425091,0,1.694444,0.965881,0,1.245345,0,25.500859,0.613578,3.295837,26,0,0,2.414214,-0.15625,0.018519,7.95768,0.192392,0,4525.033888,0,0.839187,0.344097,0,2.938143,339.292125,7.099381,1.235066,0.78125,4220.670309,38.939604,-0.00021,0.48969,0.159518,-0.00003,1177.84973,0,0,3.83333,-1.25,0.424103,5.459088,3.700897,2.70805,7,71.683674,112.088815,0.037037,0,0.268036,66.911677,0.125,18.462104,112.188686,0,29.299149,287.234284,4983.562435,0.125,30.142394,3.663562,0,1.004746,0.16055,3570.80467,0.399277,0,0,2.265305,1.794827,84.75,0,3.258385,0,1.131713,74,5.261619,140.688564,2068.074154,0.694664,0.025,12.271566,0.268036,0.055556,6624.450154,18.068194,3554.014022,0.095819,218.030088,8.277158,34.973425,-0.000116,146.756896,10.965766,3.655585,2.6363,7.176806,9.73412,2.790299,2.882708,24.147024,0.548288,0.559173,37.439007,18.750661,18.750061,18.750061,37.437623,37.252057,18.750662,2804.717161,180.064676,0.434995,14.831108,2.915141,0.97349,18.701961,1.0676,0,0,10.419956,177.700701,71.75,18.96,0,1012.460953,2.764241,0.853553,0,3.538569,66.828921,0,3.91421,5,-0.002184,0.225176,0,-86.415855,60.506993,0.520744,1.62367,2.62985,0.597676,3.89182,8,0,9.73412,1.357589,2.790299,40.757172,19,19.657684,2751.580038,0.49833,8,4,5.12481,7,111.19446,21.123516,0,2,-0.001368,94.003371,16.30325,2.5,37.702,0.040816,0.35411,0.32873,21.836353,21.836353,43.672707,3.75,0,30.187979,30.283083,239.871056,5.459088,-0.002209,3724.396515,2.09178,6.242641,31.435272,0.125,2615.543289,1.725126,8.094816,1.774312,2.100378,5.053472,-0.253452,0.597676,3.393383,0.344097,3.443265,37.452707,37.582558,2.759719,2.811132,5.847823,48.568896,153.066746,20,30.187011,2.248571,2.547697,0.322732,0.944444,18.751291,18.751291,37.440459,37.254088,3.558241,1.060234,7.404661,0.248495,157.889728,0,18.812921,18.812921,0.071429,2.759631,2.759674,1110.305786,30.186088,2.197225,0.01803,-12.76967,1.984161,1174.373184,0
